text,label
회의 시간이 변경되었습니다.,1
집 도착하면 연락해.,0
오늘 게임할래?,0
내일 모의고사 범위 알려줘.,1
저녁 먹고 들어와.,0
숙제 사진 보내줄게.,1
저녁 먹고 들어와.,0
장 봐야 할 것 있어?,0
숙제 사진 보내줄게.,1
[네이버] 주문 결제 오류 https://verify-user.net,2
[카카오] 계정 보호를 위해 재인증 인증번호 5739,3
[쿠팡] 환급금 지급 대상 https://bit.ly/4A12BC,4
오늘 게임할래?,0
[쿠팡] 배송지 정보 확인 필요,2
자료 메일로 보냈습니다.,1
[네이버] 해외 결제 승인 확인,4
[우체국] 모바일 청첩장 확인 https://secure-check.kr,4
내일 모의고사 범위 알려줘.,1
[쿠팡] 주문 결제 오류,2
숙제 사진 보내줄게.,1
[네이버] 비정상 로그인 감지,4
회의 시간이 변경되었습니다.,1
[정부24] 행사 초대장 확인 인증번호 4637,4
주말에 영화 보러 갈래?,0
[신한은행] 환급금 지급 대상,4
[신한은행] 과태료 조회 안내 https://bit.ly/4A12BC,4
숙제 사진 보내줄게.,1
주말에 영화 보러 갈래?,0
[국세청] 주소 오류로 배송 보류 https://tinyurl.com/abc123,2
[네이버] 비정상 로그인 감지 https://tinyurl.com/abc123 인증번호 3361,4
회의 시간이 변경되었습니다.,1
자료 메일로 보냈습니다.,1
[정부24] 배송지 정보 확인 필요 인증번호 7216,2
조심히 와.,0
[정부24] 과태료 조회 안내,4
[쿠팡] 쿠폰 지급 대상,2
회의 시간이 변경되었습니다.,1
주말에 영화 보러 갈래?,0
저녁 먹고 들어와.,0
[정부24] 계정 보호를 위해 재인증 https://secure-check.kr,3
내일 오후 2시에 만납시다.,1
자료 메일로 보냈습니다.,1
[네이버] 계정 보호를 위해 재인증,3
내일 모의고사 범위 알려줘.,1
[정부24] 비밀번호 만료 예정 https://secure-check.kr,3
과학 수행평가 준비했어?,1
[정부24] 계좌 이용 제한 예정 https://verify-user.net,4
[카카오] 주소 오류로 배송 보류 https://tinyurl.com/abc123,2
[신한은행] 포인트 소멸 예정,2
저녁 먹고 들어와.,0
[네이버] 주문 결제 오류,2
[우체국] 계좌 이용 제한 예정,4
자료 메일로 보냈습니다.,1
내일 오후 2시에 만납시다.,1
[국세청] 비밀번호 만료 예정 https://bit.ly/4A12BC 인증번호 4088,3
[국세청] 주소 오류로 배송 보류 https://bit.ly/4A12BC,2
장 봐야 할 것 있어?,0
오늘 게임할래?,0
[우체국] 부고장 도착,4
집 도착하면 연락해.,0
내일 모의고사 범위 알려줘.,1
자료 메일로 보냈습니다.,1
[국민은행] 계정 보호를 위해 재인증 https://bit.ly/4A12BC,3
[신한은행] 주소 오류로 배송 보류,2
[CJ대한통운] 해외 결제 승인 확인 https://tinyurl.com/abc123,4
[우체국] 행사 초대장 확인 인증번호 5700,4
[정부24] 해외 결제 승인 확인 https://verify-user.net,4
[CJ대한통운] 계정 보호를 위해 재인증,3
[CJ대한통운] 주문 결제 오류 https://bit.ly/4A12BC,2
집 도착하면 연락해.,0
[신한은행] 모바일 청첩장 확인 https://tinyurl.com/abc123,4
회의 시간이 변경되었습니다.,1
[카카오] 계좌 이용 제한 예정,4
[정부24] 비정상 로그인 감지 https://secure-check.kr,4
[카카오] 배송 완료 전 본인 확인 필요 https://bit.ly/4A12BC 인증번호 8811,2
회의 시간이 변경되었습니다.,1
집 도착하면 연락해.,0
내일 오후 2시에 만납시다.,1
[네이버] 행사 초대장 확인,4
조심히 와.,0
[신한은행] 비정상 로그인 감지,4
[CJ대한통운] 포인트 소멸 예정,2
[카카오] 계좌 이용 제한 예정 인증번호 5708,4
[국세청] 계정 보호를 위해 재인증,3
[카카오] 주소 오류로 배송 보류,2
과학 수행평가 준비했어?,1
[CJ대한통운] 주문 결제 오류 https://bit.ly/4A12BC,2
집 도착하면 연락해.,0
과학 수행평가 준비했어?,1
[네이버] 배송 완료 전 본인 확인 필요 https://bit.ly/4A12BC 인증번호 1958,2
[CJ대한통운] 비밀번호 만료 예정 인증번호 4113,3
[쿠팡] 계좌 이용 제한 예정 https://tinyurl.com/abc123,4
[정부24] 본인 인증 필요,3
회의 시간이 변경되었습니다.,1
[CJ대한통운] 쿠폰 지급 대상 https://bit.ly/4A12BC 인증번호 6905,2
[신한은행] 환급금 지급 대상 https://verify-user.net,4
[신한은행] 부고장 도착,4
저녁 먹고 들어와.,0
[쿠팡] 계정 보호를 위해 재인증 인증번호 5742,3
자료 메일로 보냈습니다.,1
[신한은행] 환급금 지급 대상,4
자료 메일로 보냈습니다.,1
오늘 게임할래?,0
장 봐야 할 것 있어?,0
장 봐야 할 것 있어?,0
내일 오후 2시에 만납시다.,1
숙제 사진 보내줄게.,1
[우체국] 계좌 이용 제한 예정,4
[네이버] 주문 결제 오류,2
숙제 사진 보내줄게.,1
집 도착하면 연락해.,0
저녁 먹고 들어와.,0
[신한은행] 계좌 이용 제한 예정 https://bit.ly/4A12BC,4
회의 시간이 변경되었습니다.,1
[신한은행] 배송 완료 전 본인 확인 필요 https://verify-user.net,2
[정부24] 행사 초대장 확인 https://secure-check.kr,4
[네이버] 비정상 로그인 감지 https://tinyurl.com/abc123 인증번호 9327,4
[카카오] 쿠폰 지급 대상 https://tinyurl.com/abc123,2
과학 수행평가 준비했어?,1
[카카오] 계좌 이용 제한 예정,4
자료 메일로 보냈습니다.,1
[신한은행] 포인트 소멸 예정,2
[정부24] 모바일 청첩장 확인,4
내일 오후 2시에 만납시다.,1
내일 오후 2시에 만납시다.,1
과학 수행평가 준비했어?,1
[신한은행] 주문 결제 오류 https://bit.ly/4A12BC 인증번호 9499,2
과학 수행평가 준비했어?,1
[네이버] 과태료 조회 안내,4
과학 수행평가 준비했어?,1
숙제 사진 보내줄게.,1
[정부24] 행사 초대장 확인 인증번호 8179,4
[정부24] 해외 결제 승인 확인 인증번호 6439,4
주말에 영화 보러 갈래?,0
내일 모의고사 범위 알려줘.,1
내일 오후 2시에 만납시다.,1
[카카오] 배송지 정보 확인 필요,2
오늘 게임할래?,0
[카카오] 모바일 청첩장 확인 인증번호 3245,4
[CJ대한통운] 본인 인증 필요,3
[국세청] 본인 인증 필요 https://verify-user.net,3
[우체국] 환급금 지급 대상,4
저녁 먹고 들어와.,0
[CJ대한통운] 주문 결제 오류,2
장 봐야 할 것 있어?,0
[쿠팡] 주소 오류로 배송 보류,2
자료 메일로 보냈습니다.,1
[카카오] 해외 결제 승인 확인 https://verify-user.net,4
조심히 와.,0
[신한은행] 부고장 도착 인증번호 2996,4
숙제 사진 보내줄게.,1
조심히 와.,0
숙제 사진 보내줄게.,1
[국세청] 배송 완료 전 본인 확인 필요,2
내일 오후 2시에 만납시다.,1
집 도착하면 연락해.,0
[우체국] 포인트 소멸 예정,2
자료 메일로 보냈습니다.,1
조심히 와.,0
주말에 영화 보러 갈래?,0
오늘 게임할래?,0
과학 수행평가 준비했어?,1
과학 수행평가 준비했어?,1
[카카오] 전자문서 도착 https://tinyurl.com/abc123,4
주말에 영화 보러 갈래?,0
[우체국] 행사 초대장 확인 https://secure-check.kr,4
숙제 사진 보내줄게.,1
[우체국] 전자문서 도착 인증번호 2868,4
[네이버] 모바일 청첩장 확인 https://bit.ly/4A12BC,4
[CJ대한통운] 배송 완료 전 본인 확인 필요 https://verify-user.net,2
[정부24] 계정 보호를 위해 재인증,3
[쿠팡] 계좌 이용 제한 예정 https://tinyurl.com/abc123,4
자료 메일로 보냈습니다.,1
[국민은행] 부고장 도착,4
[네이버] 전자문서 도착 https://tinyurl.com/abc123,4
장 봐야 할 것 있어?,0
저녁 먹고 들어와.,0
주말에 영화 보러 갈래?,0
[네이버] 포인트 소멸 예정 https://tinyurl.com/abc123,2
[카카오] 행사 초대장 확인,4
내일 오후 2시에 만납시다.,1
[카카오] 쿠폰 지급 대상 인증번호 6798,2
내일 오후 2시에 만납시다.,1
[카카오] 계좌 이용 제한 예정 https://secure-check.kr,4
[쿠팡] 포인트 소멸 예정 https://verify-user.net,2
조심히 와.,0
과학 수행평가 준비했어?,1
[CJ대한통운] 포인트 소멸 예정 https://verify-user.net 인증번호 6147,2
집 도착하면 연락해.,0
자료 메일로 보냈습니다.,1
[네이버] 계정 보호를 위해 재인증 인증번호 4120,3
[네이버] 전자문서 도착 https://verify-user.net,4
집 도착하면 연락해.,0
[쿠팡] 본인 인증 필요,3
[카카오] 부고장 도착 https://bit.ly/4A12BC,4
[쿠팡] 행사 초대장 확인,4
내일 오후 2시에 만납시다.,1
[우체국] 과태료 조회 안내 인증번호 7560,4
숙제 사진 보내줄게.,1
저녁 먹고 들어와.,0
내일 모의고사 범위 알려줘.,1
[카카오] 모바일 청첩장 확인 https://tinyurl.com/abc123,4
집 도착하면 연락해.,0
과학 수행평가 준비했어?,1
조심히 와.,0
[신한은행] 환급금 지급 대상 https://secure-check.kr 인증번호 8432,4
[신한은행] 배송 완료 전 본인 확인 필요,2
집 도착하면 연락해.,0
과학 수행평가 준비했어?,1
저녁 먹고 들어와.,0
자료 메일로 보냈습니다.,1
[국세청] 계좌 이용 제한 예정 인증번호 8385,4
회의 시간이 변경되었습니다.,1
[CJ대한통운] 배송 완료 전 본인 확인 필요,2
과학 수행평가 준비했어?,1
주말에 영화 보러 갈래?,0
장 봐야 할 것 있어?,0
저녁 먹고 들어와.,0
회의 시간이 변경되었습니다.,1
[우체국] 비밀번호 만료 예정,3
저녁 먹고 들어와.,0
저녁 먹고 들어와.,0
[CJ대한통운] 과태료 조회 안내 https://verify-user.net,4
내일 모의고사 범위 알려줘.,1
조심히 와.,0
숙제 사진 보내줄게.,1
[우체국] 과태료 조회 안내 인증번호 2035,4
[네이버] 환급금 지급 대상,4
주말에 영화 보러 갈래?,0
저녁 먹고 들어와.,0
오늘 게임할래?,0
[쿠팡] 해외 결제 승인 확인,4
저녁 먹고 들어와.,0
[정부24] 모바일 청첩장 확인,4
[신한은행] 배송 완료 전 본인 확인 필요,2
[국민은행] 환급금 지급 대상 https://bit.ly/4A12BC 인증번호 2479,4
[정부24] 주소 오류로 배송 보류 https://bit.ly/4A12BC,2
내일 모의고사 범위 알려줘.,1
오늘 게임할래?,0
집 도착하면 연락해.,0
[국민은행] 환급금 지급 대상 https://verify-user.net,4
장 봐야 할 것 있어?,0
내일 오후 2시에 만납시다.,1
저녁 먹고 들어와.,0
[CJ대한통운] 모바일 청첩장 확인 https://tinyurl.com/abc123 인증번호 3223,4
[정부24] 주문 결제 오류,2
내일 모의고사 범위 알려줘.,1
[우체국] 비밀번호 만료 예정 https://tinyurl.com/abc123,3
저녁 먹고 들어와.,0
회의 시간이 변경되었습니다.,1
[네이버] 계정 보호를 위해 재인증 https://tinyurl.com/abc123 인증번호 3218,3
숙제 사진 보내줄게.,1
[국민은행] 주문 결제 오류 https://verify-user.net,2
조심히 와.,0
[네이버] 전자문서 도착,4
[우체국] 배송지 정보 확인 필요,2
조심히 와.,0
내일 오후 2시에 만납시다.,1
숙제 사진 보내줄게.,1
[카카오] 계정 보호를 위해 재인증 https://secure-check.kr,3
[우체국] 포인트 소멸 예정 https://tinyurl.com/abc123,2
[쿠팡] 본인 인증 필요,3
장 봐야 할 것 있어?,0
[국세청] 부고장 도착,4
[쿠팡] 전자문서 도착 https://bit.ly/4A12BC 인증번호 8538,4
[쿠팡] 환급금 지급 대상 https://secure-check.kr,4
과학 수행평가 준비했어?,1
[쿠팡] 모바일 청첩장 확인,4
[국세청] 배송지 정보 확인 필요 https://tinyurl.com/abc123,2
[우체국] 계정 보호를 위해 재인증 https://verify-user.net,3
[네이버] 배송지 정보 확인 필요,2
[정부24] 환급금 지급 대상 https://tinyurl.com/abc123 인증번호 2398,4
[카카오] 주소 오류로 배송 보류 https://bit.ly/4A12BC 인증번호 6147,2
자료 메일로 보냈습니다.,1
조심히 와.,0
집 도착하면 연락해.,0
주말에 영화 보러 갈래?,0
[쿠팡] 해외 결제 승인 확인 https://bit.ly/4A12BC,4
[국세청] 비정상 로그인 감지 https://secure-check.kr,4
[카카오] 배송 완료 전 본인 확인 필요,2
[우체국] 포인트 소멸 예정 https://secure-check.kr,2
조심히 와.,0
[쿠팡] 주문 결제 오류 https://tinyurl.com/abc123,2
오늘 게임할래?,0
주말에 영화 보러 갈래?,0
회의 시간이 변경되었습니다.,1
장 봐야 할 것 있어?,0
[쿠팡] 쿠폰 지급 대상 https://secure-check.kr,2
숙제 사진 보내줄게.,1
장 봐야 할 것 있어?,0
[신한은행] 주소 오류로 배송 보류,2
[네이버] 계좌 이용 제한 예정,4
오늘 게임할래?,0
[정부24] 포인트 소멸 예정 https://bit.ly/4A12BC,2
[신한은행] 배송지 정보 확인 필요,2
집 도착하면 연락해.,0
자료 메일로 보냈습니다.,1
저녁 먹고 들어와.,0
저녁 먹고 들어와.,0
오늘 게임할래?,0
[국세청] 본인 인증 필요 인증번호 9285,3
오늘 게임할래?,0
[국세청] 본인 인증 필요 https://tinyurl.com/abc123,3
오늘 게임할래?,0
장 봐야 할 것 있어?,0
조심히 와.,0
회의 시간이 변경되었습니다.,1
[쿠팡] 비정상 로그인 감지 https://verify-user.net,4
회의 시간이 변경되었습니다.,1
내일 모의고사 범위 알려줘.,1
과학 수행평가 준비했어?,1
[쿠팡] 계정 보호를 위해 재인증 https://tinyurl.com/abc123,3
내일 모의고사 범위 알려줘.,1
자료 메일로 보냈습니다.,1
[국세청] 모바일 청첩장 확인 https://secure-check.kr,4
오늘 게임할래?,0
자료 메일로 보냈습니다.,1
[CJ대한통운] 본인 인증 필요,3
오늘 게임할래?,0
[카카오] 모바일 청첩장 확인,4
저녁 먹고 들어와.,0
[우체국] 전자문서 도착 https://verify-user.net,4
회의 시간이 변경되었습니다.,1
[쿠팡] 해외 결제 승인 확인 인증번호 1090,4
숙제 사진 보내줄게.,1
과학 수행평가 준비했어?,1
주말에 영화 보러 갈래?,0
[쿠팡] 주문 결제 오류 https://tinyurl.com/abc123,2
주말에 영화 보러 갈래?,0
[네이버] 전자문서 도착 https://secure-check.kr,4
[CJ대한통운] 모바일 청첩장 확인,4
[네이버] 모바일 청첩장 확인 https://bit.ly/4A12BC,4
주말에 영화 보러 갈래?,0
오늘 게임할래?,0
[CJ대한통운] 행사 초대장 확인,4
[쿠팡] 주소 오류로 배송 보류,2
[네이버] 부고장 도착 https://secure-check.kr 인증번호 6231,4
저녁 먹고 들어와.,0
[CJ대한통운] 전자문서 도착 인증번호 8055,4
조심히 와.,0
자료 메일로 보냈습니다.,1
주말에 영화 보러 갈래?,0
[국민은행] 배송지 정보 확인 필요 https://secure-check.kr,2
[신한은행] 과태료 조회 안내,4
과학 수행평가 준비했어?,1
[CJ대한통운] 모바일 청첩장 확인,4
회의 시간이 변경되었습니다.,1
저녁 먹고 들어와.,0
[국세청] 본인 인증 필요,3
[카카오] 배송지 정보 확인 필요 인증번호 1964,2
[우체국] 본인 인증 필요,3
자료 메일로 보냈습니다.,1
내일 모의고사 범위 알려줘.,1
조심히 와.,0
내일 모의고사 범위 알려줘.,1
[카카오] 해외 결제 승인 확인,4
[우체국] 비밀번호 만료 예정,3
[신한은행] 과태료 조회 안내 https://bit.ly/4A12BC,4
[국민은행] 해외 결제 승인 확인 https://secure-check.kr,4
[카카오] 주소 오류로 배송 보류 인증번호 6539,2
[쿠팡] 비밀번호 만료 예정 https://verify-user.net,3
숙제 사진 보내줄게.,1
장 봐야 할 것 있어?,0
[우체국] 비밀번호 만료 예정 https://verify-user.net,3
내일 모의고사 범위 알려줘.,1
[우체국] 부고장 도착,4
[신한은행] 과태료 조회 안내 https://verify-user.net,4
자료 메일로 보냈습니다.,1
집 도착하면 연락해.,0
[정부24] 모바일 청첩장 확인 https://verify-user.net,4
저녁 먹고 들어와.,0
[국세청] 쿠폰 지급 대상 https://tinyurl.com/abc123,2
집 도착하면 연락해.,0
[정부24] 주문 결제 오류 인증번호 3396,2
[CJ대한통운] 과태료 조회 안내 https://verify-user.net 인증번호 8622,4
[네이버] 환급금 지급 대상 https://bit.ly/4A12BC,4
[국세청] 환급금 지급 대상 https://secure-check.kr 인증번호 8555,4
[우체국] 부고장 도착,4
[네이버] 부고장 도착 인증번호 5846,4
주말에 영화 보러 갈래?,0
[카카오] 환급금 지급 대상 https://verify-user.net,4
회의 시간이 변경되었습니다.,1
[CJ대한통운] 배송 완료 전 본인 확인 필요,2
조심히 와.,0
[신한은행] 주문 결제 오류 https://bit.ly/4A12BC 인증번호 6003,2
내일 모의고사 범위 알려줘.,1
주말에 영화 보러 갈래?,0
오늘 게임할래?,0
[네이버] 해외 결제 승인 확인 인증번호 9998,4
[네이버] 비정상 로그인 감지 인증번호 4475,4
자료 메일로 보냈습니다.,1
[정부24] 포인트 소멸 예정 https://tinyurl.com/abc123,2
[정부24] 부고장 도착,4
[우체국] 본인 인증 필요 https://verify-user.net,3
집 도착하면 연락해.,0
[신한은행] 해외 결제 승인 확인 https://tinyurl.com/abc123,4
오늘 게임할래?,0
[국민은행] 주소 오류로 배송 보류 인증번호 9821,2
[신한은행] 과태료 조회 안내 https://verify-user.net,4
[카카오] 부고장 도착 https://secure-check.kr,4
[정부24] 비밀번호 만료 예정,3
[CJ대한통운] 부고장 도착 https://bit.ly/4A12BC,4
[우체국] 부고장 도착,4
저녁 먹고 들어와.,0
[카카오] 과태료 조회 안내 https://verify-user.net,4
[CJ대한통운] 부고장 도착,4
저녁 먹고 들어와.,0
[CJ대한통운] 배송지 정보 확인 필요 https://tinyurl.com/abc123,2
주말에 영화 보러 갈래?,0
[네이버] 해외 결제 승인 확인,4
과학 수행평가 준비했어?,1
저녁 먹고 들어와.,0
[신한은행] 본인 인증 필요,3
장 봐야 할 것 있어?,0
오늘 게임할래?,0
오늘 게임할래?,0
[정부24] 비정상 로그인 감지,4
[국민은행] 비밀번호 만료 예정,3
회의 시간이 변경되었습니다.,1
내일 모의고사 범위 알려줘.,1
[신한은행] 계좌 이용 제한 예정,4
내일 오후 2시에 만납시다.,1
[정부24] 모바일 청첩장 확인 https://verify-user.net,4
[CJ대한통운] 비정상 로그인 감지,4
[쿠팡] 주문 결제 오류 인증번호 3321,2
[신한은행] 본인 인증 필요 https://verify-user.net,3
내일 오후 2시에 만납시다.,1
장 봐야 할 것 있어?,0
저녁 먹고 들어와.,0
[신한은행] 쿠폰 지급 대상,2
[CJ대한통운] 배송 완료 전 본인 확인 필요,2
저녁 먹고 들어와.,0
[우체국] 행사 초대장 확인 인증번호 7070,4
오늘 게임할래?,0
주말에 영화 보러 갈래?,0
집 도착하면 연락해.,0
[국민은행] 행사 초대장 확인 https://verify-user.net,4
집 도착하면 연락해.,0
[정부24] 해외 결제 승인 확인,4
[쿠팡] 쿠폰 지급 대상 https://verify-user.net,2
저녁 먹고 들어와.,0
저녁 먹고 들어와.,0
주말에 영화 보러 갈래?,0
내일 모의고사 범위 알려줘.,1
[국민은행] 전자문서 도착 인증번호 3063,4
저녁 먹고 들어와.,0
[네이버] 계좌 이용 제한 예정,4
[국민은행] 주문 결제 오류,2
[우체국] 모바일 청첩장 확인 https://tinyurl.com/abc123,4
[국민은행] 계정 보호를 위해 재인증 https://secure-check.kr 인증번호 4814,3
[국민은행] 주소 오류로 배송 보류,2
[쿠팡] 해외 결제 승인 확인,4
[국민은행] 계정 보호를 위해 재인증 https://tinyurl.com/abc123 인증번호 4340,3
저녁 먹고 들어와.,0
내일 오후 2시에 만납시다.,1
[CJ대한통운] 비정상 로그인 감지 https://verify-user.net,4
주말에 영화 보러 갈래?,0
[CJ대한통운] 배송 완료 전 본인 확인 필요,2
과학 수행평가 준비했어?,1
[국민은행] 해외 결제 승인 확인,4
[CJ대한통운] 부고장 도착,4
저녁 먹고 들어와.,0
오늘 게임할래?,0
[쿠팡] 비정상 로그인 감지 https://verify-user.net,4
[정부24] 계좌 이용 제한 예정 https://bit.ly/4A12BC,4
[네이버] 본인 인증 필요,3
내일 모의고사 범위 알려줘.,1
[카카오] 주문 결제 오류 인증번호 8231,2
회의 시간이 변경되었습니다.,1
회의 시간이 변경되었습니다.,1
오늘 게임할래?,0
[국민은행] 모바일 청첩장 확인 https://secure-check.kr,4
[국민은행] 비밀번호 만료 예정 https://verify-user.net 인증번호 8247,3
회의 시간이 변경되었습니다.,1
자료 메일로 보냈습니다.,1
[국세청] 비정상 로그인 감지 https://tinyurl.com/abc123,4
[카카오] 부고장 도착 https://tinyurl.com/abc123,4
주말에 영화 보러 갈래?,0
[정부24] 행사 초대장 확인,4
주말에 영화 보러 갈래?,0
[카카오] 배송지 정보 확인 필요 https://bit.ly/4A12BC 인증번호 6718,2
조심히 와.,0
숙제 사진 보내줄게.,1
[우체국] 계좌 이용 제한 예정 https://secure-check.kr,4
회의 시간이 변경되었습니다.,1
[쿠팡] 비정상 로그인 감지 https://secure-check.kr,4
[네이버] 모바일 청첩장 확인,4
회의 시간이 변경되었습니다.,1
[쿠팡] 부고장 도착 https://tinyurl.com/abc123,4
숙제 사진 보내줄게.,1
[CJ대한통운] 해외 결제 승인 확인 https://tinyurl.com/abc123,4
[CJ대한통운] 과태료 조회 안내 https://verify-user.net,4
[쿠팡] 포인트 소멸 예정,2
과학 수행평가 준비했어?,1
[카카오] 배송지 정보 확인 필요 https://verify-user.net,2
자료 메일로 보냈습니다.,1
[CJ대한통운] 배송지 정보 확인 필요,2
[정부24] 해외 결제 승인 확인 https://tinyurl.com/abc123 인증번호 1200,4
저녁 먹고 들어와.,0
[카카오] 행사 초대장 확인 https://tinyurl.com/abc123 인증번호 7338,4
[네이버] 비밀번호 만료 예정 https://secure-check.kr,3
장 봐야 할 것 있어?,0
[카카오] 환급금 지급 대상 https://tinyurl.com/abc123,4
집 도착하면 연락해.,0
자료 메일로 보냈습니다.,1
내일 모의고사 범위 알려줘.,1
오늘 게임할래?,0
조심히 와.,0
주말에 영화 보러 갈래?,0
[CJ대한통운] 부고장 도착 https://secure-check.kr,4
오늘 게임할래?,0
오늘 게임할래?,0
오늘 게임할래?,0
[국세청] 배송지 정보 확인 필요 인증번호 8784,2
[국민은행] 배송지 정보 확인 필요,2
[쿠팡] 과태료 조회 안내,4
[CJ대한통운] 포인트 소멸 예정,2
숙제 사진 보내줄게.,1
[CJ대한통운] 계좌 이용 제한 예정 https://secure-check.kr,4
[국세청] 포인트 소멸 예정 https://verify-user.net,2
[정부24] 계정 보호를 위해 재인증,3
[우체국] 포인트 소멸 예정,2
[쿠팡] 배송지 정보 확인 필요 https://tinyurl.com/abc123,2
장 봐야 할 것 있어?,0
과학 수행평가 준비했어?,1
[카카오] 비정상 로그인 감지,4
[네이버] 부고장 도착,4
숙제 사진 보내줄게.,1
내일 모의고사 범위 알려줘.,1
[우체국] 계정 보호를 위해 재인증,3
[국세청] 해외 결제 승인 확인 인증번호 3847,4
내일 모의고사 범위 알려줘.,1
[우체국] 환급금 지급 대상,4
저녁 먹고 들어와.,0
[국세청] 환급금 지급 대상 https://bit.ly/4A12BC 인증번호 4115,4
내일 오후 2시에 만납시다.,1
[쿠팡] 본인 인증 필요,3
숙제 사진 보내줄게.,1
[CJ대한통운] 모바일 청첩장 확인 https://secure-check.kr,4
[카카오] 배송 완료 전 본인 확인 필요 https://verify-user.net 인증번호 3200,2
내일 오후 2시에 만납시다.,1
집 도착하면 연락해.,0
자료 메일로 보냈습니다.,1
[카카오] 배송지 정보 확인 필요 https://verify-user.net,2
[국세청] 모바일 청첩장 확인 인증번호 9094,4
[신한은행] 환급금 지급 대상 인증번호 8900,4
숙제 사진 보내줄게.,1
과학 수행평가 준비했어?,1
집 도착하면 연락해.,0
[네이버] 모바일 청첩장 확인 https://verify-user.net,4
